#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -23.74619     7.69367             2202
1    8.45699     3.06478             11160
2    12.05274     1.42804             65769
3    12.22126     0.72064             171622
4    15.03726     1.42488             79143
5    15.21471     1.86200             38855
6    -44.55208     11.03499             5001
