#Plane_1x1
#Card       tzero  t_zero_err      entries
0    0.19935     1.33968             10336
1    6.80507     1.25992             32999
2    6.40277     0.69337             91886
3    14.38865     1.07489             135713
4    14.48364     1.03783             111345
