#Plane_1v1
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             966
1    -43.40151     5.20411             8240
2    15.24344     1.67046             44398
3    15.26063     0.98847             155319
4    5.67124     0.63909             108255
5    7.11941     0.92426             58909
6    6.49487     2.58293             6005
